Invoice ID,Branch,City,Customer type,Gender,Product Line,Unit Price,Quantity Sold,Sales Before Tax,Tax 5%,Total Sales,Date,Time,Payment Method,Rating,Year,Month Name,Day Name
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,989.8,49.49,1039.29,2019-02-08,4:20:00 PM,Credit card,8.7,2019,February,Friday
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,307.68,15.38,323.06,2019-01-19,4:31:00 PM,Cash,6.5,2019,January,Saturday
105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7,486.64,24.33,510.97,2019-02-01,3:10:00 PM,Credit card,8.5,2019,February,Friday
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,350.05,17.5,367.55,2019-01-03,11:36:00 AM,Ewallet,5.5,2019,January,Thursday
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,400.25,20.01,420.26,2019-01-26,12:45:00 PM,Credit card,9.4,2019,January,Saturday
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,166.8,8.34,175.14,2019-03-03,7:17:00 PM,Cash,6.3,2019,March,Sunday
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,317.34,15.87,333.21,2019-01-19,5:34:00 PM,Credit card,9.8,2019,January,Saturday
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,158.32,7.92,166.24,2019-01-18,12:04:00 PM,Ewallet,8.7,2019,January,Friday
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,304.56,15.23,319.79,2019-03-21,4:21:00 PM,Ewallet,8.8,2019,March,Thursday
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,177.36,8.87,186.23,2019-03-03,5:01:00 PM,Credit card,9.6,2019,March,Sunday
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,157.57,7.88,165.45,2019-02-13,10:50:00 AM,Credit card,4.8,2019,February,Wednesday
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,443.28,22.16,465.44,2019-03-23,7:16:00 PM,Ewallet,4.4,2019,March,Saturday
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.8,3,260.4,13.02,273.42,2019-01-28,4:47:00 PM,Ewallet,9.9,2019,January,Monday
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,449.82,22.49,472.31,2019-02-09,10:00:00 AM,Cash,5.7,2019,February,Saturday
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,307.76,15.39,323.15,2019-01-23,11:51:00 AM,Cash,7.7,2019,January,Wednesday
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,155.0,7.75,162.75,2019-03-23,10:55:00 AM,Ewallet,8.0,2019,March,Saturday
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,274.48,13.72,288.2,2019-01-25,3:00:00 PM,Ewallet,5.7,2019,January,Friday
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,86.38,4.32,90.7,2019-03-04,11:19:00 AM,Credit card,6.7,2019,March,Monday
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,54.24,2.71,56.95,2019-03-05,7:46:00 PM,Ewallet,8.0,2019,March,Tuesday
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,755.92,37.8,793.72,2019-03-03,7:00:00 PM,Ewallet,7.5,2019,March,Sunday
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,185.88,9.29,195.17,2019-02-08,10:53:00 AM,Cash,7.0,2019,February,Friday
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,74.07,3.7,77.77,2019-02-10,12:50:00 PM,Ewallet,9.9,2019,February,Sunday
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,279.24,13.96,293.2,2019-01-28,8:50:00 PM,Credit card,5.9,2019,January,Monday
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,231.12,11.56,242.68,2019-02-11,10:39:00 AM,Credit card,7.2,2019,February,Monday
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,147.04,7.35,154.39,2019-01-15,1:41:00 PM,Ewallet,4.6,2019,January,Tuesday
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,790.2,39.51,829.71,2019-03-16,7:08:00 PM,Cash,9.2,2019,March,Saturday
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,102.2,5.11,107.31,2019-01-26,8:23:00 PM,Ewallet,5.7,2019,January,Saturday
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,163.55,8.18,171.73,2019-03-19,11:30:00 AM,Credit card,9.9,2019,March,Tuesday
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,74.29,3.71,78.0,2019-01-13,7:30:00 PM,Cash,5.0,2019,January,Sunday
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,87.4,4.37,91.77,2019-03-26,6:03:00 PM,Cash,4.9,2019,March,Tuesday
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,25.29,1.26,26.55,2019-03-23,10:13:00 AM,Ewallet,6.1,2019,March,Saturday
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4,166.0,8.3,174.3,2019-03-12,7:58:00 PM,Credit card,8.2,2019,March,Tuesday
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,356.95,17.85,374.8,2019-02-17,7:57:00 PM,Credit card,5.5,2019,February,Sunday
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.15,6,114.9,5.75,120.65,2019-01-29,10:01:00 AM,Credit card,6.8,2019,January,Tuesday
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,229.96,11.5,241.46,2019-03-15,11:57:00 AM,Cash,6.6,2019,March,Friday
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,429.87,21.49,451.36,2019-01-14,10:02:00 AM,Cash,9.8,2019,January,Monday
875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9,10,259.0,12.95,271.95,2019-02-06,2:51:00 PM,Ewallet,8.7,2019,February,Wednesday
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,88.85,4.44,93.29,2019-02-15,12:42:00 PM,Credit card,5.4,2019,February,Friday
749-24-1565,A,Yangon,Normal,Female,Health and beauty,23.03,9,207.27,10.36,217.63,2019-01-03,12:02:00 PM,Ewallet,7.9,2019,January,Thursday
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,66.65,9,599.85,29.99,629.84,2019-01-04,6:19:00 PM,Credit card,9.7,2019,January,Friday
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,285.3,14.27,299.57,2019-03-18,5:38:00 PM,Ewallet,7.8,2019,March,Monday
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,91.11,4.56,95.67,2019-03-28,1:41:00 PM,Ewallet,5.1,2019,March,Thursday
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73,9,897.57,44.88,942.45,2019-03-02,7:42:00 PM,Credit card,6.5,2019,March,Saturday
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9,236.07,11.8,247.87,2019-01-25,8:24:00 PM,Ewallet,5.9,2019,January,Friday
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,839.34,41.97,881.31,2019-01-16,6:08:00 PM,Cash,8.8,2019,January,Wednesday
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,461.8,23.09,484.89,2019-03-20,7:17:00 PM,Ewallet,4.9,2019,March,Wednesday
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,46.42,3,139.26,6.96,146.22,2019-01-04,1:24:00 PM,Credit card,4.4,2019,January,Friday
891-58-8335,B,Mandalay,Member,Female,Sports and travel,29.61,7,207.27,10.36,217.63,2019-03-11,3:53:00 PM,Cash,6.5,2019,March,Monday
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,18.28,0.91,19.19,2019-03-22,3:05:00 PM,Credit card,8.3,2019,March,Friday
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,123.85,6.19,130.04,2019-03-24,6:27:00 PM,Cash,8.5,2019,March,Sunday
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,283.92,14.2,298.12,2019-02-21,4:55:00 PM,Cash,5.5,2019,February,Thursday
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,758.96,37.95,796.91,2019-02-12,12:58:00 PM,Ewallet,8.7,2019,February,Tuesday
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,172.02,8.6,180.62,2019-03-10,6:59:00 PM,Credit card,7.9,2019,March,Sunday
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,272.1,13.61,285.71,2019-01-31,1:44:00 PM,Ewallet,6.1,2019,January,Thursday
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,434.56,21.73,456.29,2019-03-06,1:46:00 PM,Ewallet,5.4,2019,March,Wednesday
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,59.05,2.95,62.0,2019-02-17,6:06:00 PM,Cash,9.4,2019,February,Sunday
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,12.54,0.63,13.17,2019-02-21,12:38:00 PM,Cash,8.2,2019,February,Thursday
213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,86.5,4.33,90.83,2019-03-20,3:56:00 PM,Cash,6.2,2019,March,Wednesday
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,174.32,8.72,183.04,2019-01-11,2:29:00 PM,Credit card,9.7,2019,January,Friday
836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,624.33,31.22,655.55,2019-01-26,7:14:00 PM,Ewallet,4.0,2019,January,Saturday
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,148.24,7.41,155.65,2019-01-31,4:24:00 PM,Ewallet,9.7,2019,January,Thursday
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,544.2,27.21,571.41,2019-02-26,10:52:00 AM,Cash,5.3,2019,February,Tuesday
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,507.36,25.37,532.73,2019-03-11,12:55:00 PM,Ewallet,7.4,2019,March,Monday
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,162.74,8.14,170.88,2019-01-26,7:28:00 PM,Cash,6.5,2019,January,Saturday
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,31.77,1.59,33.36,2019-03-12,1:52:00 PM,Credit card,8.7,2019,March,Tuesday
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,756.81,37.84,794.65,2019-02-11,10:54:00 AM,Cash,8.0,2019,February,Monday
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,295.28,14.76,310.04,2019-02-21,6:31:00 PM,Cash,6.7,2019,February,Thursday
157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,519.4,25.97,545.37,2019-03-09,6:24:00 PM,Ewallet,6.5,2019,March,Saturday
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,186.28,9.31,195.59,2019-01-20,6:09:00 PM,Ewallet,4.1,2019,January,Sunday
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,87.05,4.35,91.4,2019-01-28,3:16:00 PM,Credit card,4.9,2019,January,Monday
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,221.1,11.06,232.16,2019-03-05,5:07:00 PM,Credit card,8.6,2019,March,Tuesday
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,66.1,3.31,69.41,2019-03-02,7:26:00 PM,Cash,4.3,2019,March,Saturday
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,89.69,4.48,94.17,2019-01-11,11:20:00 AM,Ewallet,4.9,2019,January,Friday
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,224.46,11.22,235.68,2019-01-11,4:49:00 PM,Credit card,5.6,2019,January,Friday
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,119.54,5.98,125.52,2019-03-11,12:01:00 PM,Credit card,5.8,2019,March,Monday
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,186.4,9.32,195.72,2019-02-28,6:37:00 PM,Credit card,6.0,2019,February,Thursday
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,250.6,12.53,263.13,2019-01-05,11:25:00 AM,Cash,4.2,2019,January,Saturday
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,750.96,37.55,788.51,2019-02-02,6:42:00 PM,Credit card,8.3,2019,February,Saturday
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,380.72,19.04,399.76,2019-01-01,2:47:00 PM,Cash,5.7,2019,January,Tuesday
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,244.2,12.21,256.41,2019-02-09,7:43:00 PM,Cash,4.8,2019,February,Saturday
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,89.7,4.49,94.19,2019-01-23,2:04:00 PM,Ewallet,6.8,2019,January,Wednesday
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,310.88,15.54,326.42,2019-01-07,4:11:00 PM,Credit card,8.8,2019,January,Monday
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,511.42,25.57,536.99,2019-01-14,7:06:00 PM,Credit card,4.2,2019,January,Monday
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,418.95,20.95,439.9,2019-02-02,3:34:00 PM,Ewallet,6.4,2019,February,Saturday
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,351.9,17.6,369.5,2019-03-17,7:06:00 PM,Credit card,8.4,2019,March,Sunday
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,28.78,1.44,30.22,2019-03-02,7:44:00 PM,Credit card,7.2,2019,March,Saturday
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,95.0,4.75,99.75,2019-03-16,11:22:00 AM,Cash,5.2,2019,March,Saturday
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,471.2,23.56,494.76,2019-01-06,11:23:00 AM,Cash,8.9,2019,January,Sunday
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,130.48,6.52,137.0,2019-01-29,2:12:00 PM,Cash,9.0,2019,January,Tuesday
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,66.35,3.32,69.67,2019-01-31,10:46:00 AM,Credit card,9.7,2019,January,Thursday
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,155.46,7.77,163.23,2019-02-05,10:16:00 AM,Ewallet,8.7,2019,February,Tuesday
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,129.0,6.45,135.45,2019-02-13,12:38:00 PM,Ewallet,6.5,2019,February,Wednesday
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,263.76,13.19,276.95,2019-02-07,1:05:00 PM,Credit card,6.9,2019,February,Thursday
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,675.54,33.78,709.32,2019-03-19,1:25:00 PM,Ewallet,6.2,2019,March,Tuesday
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,65.8,3.29,69.09,2019-03-07,2:53:00 PM,Ewallet,5.6,2019,March,Thursday
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,153.2,7.66,160.86,2019-03-13,7:22:00 PM,Cash,5.7,2019,March,Wednesday
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,222.4,11.12,233.52,2019-02-09,11:00:00 AM,Cash,4.2,2019,February,Saturday
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,54.45,2.72,57.17,2019-02-26,7:24:00 PM,Ewallet,7.9,2019,February,Tuesday
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,688.8,34.44,723.24,2019-03-12,12:43:00 PM,Credit card,8.7,2019,March,Tuesday
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,141.88,7.09,148.97,2019-03-14,5:22:00 PM,Credit card,6.9,2019,March,Thursday
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,746.0,37.3,783.3,2019-01-08,8:55:00 PM,Cash,9.5,2019,January,Tuesday
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,282.96,14.15,297.11,2019-01-05,4:05:00 PM,Credit card,4.4,2019,January,Saturday
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,355.4,17.77,373.17,2019-01-04,1:34:00 PM,Ewallet,7.0,2019,January,Friday
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,337.15,16.86,354.01,2019-03-06,6:13:00 PM,Ewallet,6.3,2019,March,Wednesday
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,42.24,2.11,44.35,2019-01-03,7:17:00 PM,Cash,9.7,2019,January,Thursday
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,193.86,9.69,203.55,2019-01-07,11:44:00 AM,Credit card,8.8,2019,January,Monday
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,24.06,1.2,25.26,2019-01-27,3:51:00 PM,Cash,5.1,2019,January,Sunday
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,598.26,29.91,628.17,2019-02-26,4:52:00 PM,Ewallet,7.9,2019,February,Tuesday
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,335.79,16.79,352.58,2019-01-07,8:52:00 PM,Cash,6.2,2019,January,Monday
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,218.2,10.91,229.11,2019-01-07,5:36:00 PM,Cash,7.1,2019,January,Monday
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,381.68,19.08,400.76,2019-02-02,1:23:00 PM,Ewallet,6.4,2019,February,Saturday
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,709.9,35.5,745.4,2019-03-20,4:28:00 PM,Cash,5.7,2019,March,Wednesday
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,440.2,22.01,462.21,2019-03-20,7:57:00 PM,Credit card,9.6,2019,March,Wednesday
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,559.68,27.98,587.66,2019-02-15,5:01:00 PM,Credit card,6.4,2019,February,Friday
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,37.0,1.85,38.85,2019-03-06,1:29:00 PM,Credit card,7.9,2019,March,Wednesday
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,15.34,0.77,16.11,2019-01-06,11:09:00 AM,Cash,6.5,2019,January,Sunday
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,598.98,29.95,628.93,2019-03-04,3:02:00 PM,Ewallet,8.5,2019,March,Monday
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,190.68,9.53,200.21,2019-03-12,2:21:00 PM,Cash,9.1,2019,March,Tuesday
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,333.4,16.67,350.07,2019-02-20,6:01:00 PM,Cash,7.6,2019,February,Wednesday
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,74.86,3.74,78.6,2019-03-24,2:49:00 PM,Cash,6.9,2019,March,Sunday
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,213.75,10.69,224.44,2019-01-31,12:02:00 PM,Cash,9.5,2019,January,Thursday
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,339.57,16.98,356.55,2019-01-25,1:30:00 PM,Credit card,5.2,2019,January,Friday
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,664.16,33.21,697.37,2019-02-03,2:38:00 PM,Cash,4.2,2019,February,Sunday
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,403.0,20.15,423.15,2019-01-24,5:37:00 PM,Credit card,7.0,2019,January,Thursday
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,194.95,9.75,204.7,2019-03-14,5:20:00 PM,Ewallet,6.0,2019,March,Thursday
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,62.48,3.12,65.6,2019-02-18,8:29:00 PM,Cash,4.7,2019,February,Monday
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,72.72,3.64,76.36,2019-01-21,10:00:00 AM,Cash,7.1,2019,January,Monday
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,181.1,9.06,190.16,2019-03-13,11:46:00 AM,Ewallet,5.9,2019,March,Wednesday
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,259.6,12.98,272.58,2019-03-03,1:42:00 PM,Cash,7.5,2019,March,Sunday
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,115.36,5.77,121.13,2019-03-29,2:44:00 PM,Cash,6.4,2019,March,Friday
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,470.28,23.51,493.79,2019-01-10,2:16:00 PM,Ewallet,5.8,2019,January,Thursday
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,240.04,12.0,252.04,2019-01-25,3:54:00 PM,Cash,4.5,2019,January,Friday
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,88.61,4.43,93.04,2019-01-19,10:21:00 AM,Cash,7.7,2019,January,Saturday
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,199.64,9.98,209.62,2019-01-02,6:09:00 PM,Credit card,6.7,2019,January,Wednesday
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,39.01,1.95,40.96,2019-03-12,4:46:00 PM,Credit card,4.7,2019,March,Tuesday
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,48.61,2.43,51.04,2019-02-25,3:31:00 PM,Cash,4.4,2019,February,Monday
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,204.76,10.24,215.0,2019-03-18,5:15:00 PM,Credit card,4.7,2019,March,Monday
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,119.68,5.98,125.66,2019-02-23,12:29:00 PM,Cash,8.6,2019,February,Saturday
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,505.4,25.27,530.67,2019-03-26,8:14:00 PM,Ewallet,4.3,2019,March,Tuesday
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,281.61,14.08,295.69,2019-03-30,1:22:00 PM,Cash,9.6,2019,March,Saturday
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,710.32,35.52,745.84,2019-02-17,5:09:00 PM,Cash,4.1,2019,February,Sunday
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,79.44,3.97,83.41,2019-03-21,10:40:00 AM,Ewallet,4.7,2019,March,Thursday
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,163.82,8.19,172.01,2019-03-05,5:43:00 PM,Cash,7.8,2019,March,Tuesday
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,479.58,23.98,503.56,2019-01-31,2:04:00 PM,Cash,5.5,2019,January,Thursday
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,138.66,6.93,145.59,2019-02-05,7:05:00 PM,Ewallet,9.7,2019,February,Tuesday
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,71.15,3.56,74.71,2019-02-01,10:08:00 AM,Credit card,4.4,2019,February,Friday
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,139.95,7.0,146.95,2019-03-07,1:12:00 PM,Cash,5.0,2019,March,Thursday
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,781.3,39.07,820.37,2019-02-10,8:51:00 PM,Cash,4.4,2019,February,Sunday
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,198.74,9.94,208.68,2019-02-14,5:29:00 PM,Cash,5.2,2019,February,Thursday
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,63.24,3.16,66.4,2019-02-09,10:25:00 AM,Cash,7.3,2019,February,Saturday
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,373.95,18.7,392.65,2019-01-10,11:34:00 AM,Cash,4.9,2019,January,Thursday
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,207.69,10.38,218.07,2019-03-11,6:58:00 PM,Credit card,8.1,2019,March,Monday
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,176.28,8.81,185.09,2019-02-18,4:28:00 PM,Ewallet,8.4,2019,February,Monday
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,206.37,10.32,216.69,2019-02-26,8:26:00 PM,Cash,5.5,2019,February,Tuesday
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,39.42,1.97,41.39,2019-01-18,3:08:00 PM,Cash,8.4,2019,January,Friday
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,91.56,4.58,96.14,2019-02-15,6:03:00 PM,Ewallet,9.8,2019,February,Friday
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,308.85,15.44,324.29,2019-03-08,1:21:00 PM,Cash,6.7,2019,March,Friday
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,129.12,6.46,135.58,2019-01-17,12:48:00 PM,Credit card,9.4,2019,January,Thursday
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,390.96,19.55,410.51,2019-03-12,7:53:00 PM,Ewallet,6.4,2019,March,Tuesday
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,498.9,24.95,523.85,2019-03-09,7:09:00 PM,Cash,5.4,2019,March,Saturday
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,377.04,18.85,395.89,2019-03-12,4:30:00 PM,Cash,8.6,2019,March,Tuesday
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,204.52,10.23,214.75,2019-01-25,10:11:00 AM,Credit card,4.0,2019,January,Friday
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,145.44,7.27,152.71,2019-03-25,1:07:00 PM,Cash,7.6,2019,March,Monday
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,198.18,9.91,208.09,2019-02-07,6:48:00 PM,Cash,6.8,2019,February,Thursday
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,98.7,4.94,103.64,2019-02-17,5:27:00 PM,Credit card,9.1,2019,February,Sunday
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,385.1,19.26,404.36,2019-02-03,3:59:00 PM,Cash,5.5,2019,February,Sunday
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,46.96,2.35,49.31,2019-03-14,11:21:00 AM,Credit card,7.9,2019,March,Thursday
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,73.5,3.68,77.18,2019-03-24,1:48:00 PM,Ewallet,8.5,2019,March,Sunday
